rank,player_name,points,player_url,scraped_at
285,P. Bar Biryukov,194,/en/players/petr-bar-biryukov/b0lq/overview,2026-07-16T04:31:59.811156
286,J. La Serna,193,/en/players/juan-manuel-la-serna/l0gr/overview,2026-07-16T04:31:59.811156
287,M. Cassone,191,/en/players/murphy-cassone/c0ht/overview,2026-07-16T04:31:59.811156
288,J. Torres,190,/en/players/juan-bautista-torres/t0dm/overview,2026-07-16T04:31:59.811156
289,I. Simakin,188,/en/players/ilia-simakin/s0o6/overview,2026-07-16T04:31:59.811156
290,T. Monteiro,187,/en/players/thiago-monteiro/mj08/overview,2026-07-16T04:31:59.811156
291,S. Kopp,187,/en/players/sandro-kopp/k0cj/overview,2026-07-16T04:31:59.811156
292,F. Broska,185,/en/players/florian-broska/b0c5/overview,2026-07-16T04:31:59.811156
293,F. Misolic,184,/en/players/filip-misolic/m0jz/overview,2026-07-16T04:31:59.811156
294,M. Pucinelli De Almeida,183,/en/players/matheus-pucinelli-de-almeida/p0df/overview,2026-07-16T04:31:59.811156
295,J. Monday,182,/en/players/johannus-monday/m0on/overview,2026-07-16T04:31:59.811156
296,S. Kozlov,182,/en/players/stefan-kozlov/ke64/overview,2026-07-16T04:31:59.811156
297,S. Fomin,181,/en/players/sergey-fomin/f0a3/overview,2026-07-16T04:31:59.811156
298,C. Hemery,178,/en/players/calvin-hemery/hb48/overview,2026-07-16T04:31:59.811156
299,D. Michalski,178,/en/players/daniel-michalski/m0e1/overview,2026-07-16T04:31:59.811156
300,M. Damas,178,/en/players/miguel-damas/d0cn/overview,2026-07-16T04:31:59.811156
301,A. Santillan,178,/en/players/akira-santillan/sq80/overview,2026-07-16T04:31:59.811156
302,D. Blanch,176,/en/players/dali-blanch/b0jp/overview,2026-07-16T04:31:59.811156
303,D. Ajdukovic,176,/en/players/duje-ajdukovic/a0cj/overview,2026-07-16T04:31:59.811156
304,D. Galan,175,/en/players/daniel-elahi-galan/ge33/overview,2026-07-16T04:31:59.811156
305,Y. Watanuki,175,/en/players/yosuke-watanuki/wb08/overview,2026-07-16T04:31:59.811156
306,G. Loffhagen,175,/en/players/george-loffhagen/l0cf/overview,2026-07-16T04:31:59.811156
307,M. Huesler,175,/en/players/marc-andrea-huesler/hh06/overview,2026-07-16T04:31:59.811156
308,F. Romano,175,/en/players/filippo-romano/r0hk/overview,2026-07-16T04:31:59.811156
309,J. Thompson,173,/en/players/jordan-thompson/tc61/overview,2026-07-16T04:31:59.811156
310,M. Mrva,173,/en/players/maxim-mrva/m0se/overview,2026-07-16T04:31:59.811156
311,M. Alkaya,173,/en/players/mert-alkaya/a09q/overview,2026-07-16T04:31:59.811156
312,J. Forejtek,172,/en/players/jonas-forejtek/f0bt/overview,2026-07-16T04:31:59.811156
313,M. Dellavedova,172,/en/players/matthew-dellavedova/d0a2/overview,2026-07-16T04:31:59.811156
314,M. Moeller,171,/en/players/marvin-moeller/m0bn/overview,2026-07-16T04:31:59.811156
315,L. Ambrogi,171,/en/players/luciano-emanuel-ambrogi/a0ik/overview,2026-07-16T04:31:59.811156
316,M. Kukushkin,169,/en/players/mikhail-kukushkin/k926/overview,2026-07-16T04:31:59.811156
317,P. Sekulic,168,/en/players/philip-sekulic/s0ti/overview,2026-07-16T04:31:59.811156
318,A. Martin,167,/en/players/andres-martin/m0np/overview,2026-07-16T04:31:59.811156
319,T. Faurel,166,/en/players/thomas-faurel/f0ho/overview,2026-07-16T04:31:59.811156
320,M. Schoenhaus,166,/en/players/max-schoenhaus/s0vu/overview,2026-07-16T04:31:59.811156
321,E. Coulibaly,166,/en/players/eliakim-coulibaly/c0hb/overview,2026-07-16T04:31:59.811156
322,N. Kicker,164,/en/players/nicolas-kicker/kc29/overview,2026-07-16T04:31:59.811156
323,R. Pacheco Mendez,163,/en/players/rodrigo-pacheco-mendez/p0j1/overview,2026-07-16T04:31:59.811156
324,I. Marcondes,161,/en/players/igor-marcondes/rd48/overview,2026-07-16T04:31:59.811156
325,G. Monfils,160,/en/players/gael-monfils/mc65/overview,2026-07-16T04:31:59.811156
326,T. Zink,159,/en/players/tyler-zink/z0ak/overview,2026-07-16T04:31:59.811156
327,E. Dalla Valle,159,/en/players/enrico-dalla-valle/dg80/overview,2026-07-16T04:31:59.811156
328,M. Geerts,159,/en/players/michael-geerts/gg65/overview,2026-07-16T04:31:59.811156
329,T. Wu,158,/en/players/tung-lin-wu/w857/overview,2026-07-16T04:31:59.811156
330,P. Brunclik,157,/en/players/petr-brunclik/b0ov/overview,2026-07-16T04:31:59.811156
331,F. Mena,157,/en/players/facundo-mena/mj98/overview,2026-07-16T04:31:59.811156
332,H. Stewart,157,/en/players/hamish-stewart/s0ex/overview,2026-07-16T04:31:59.811156
333,M. Martineau,157,/en/players/matteo-martineau/mw76/overview,2026-07-16T04:31:59.811156
334,M. Dellien,157,/en/players/murkel-dellien/dc48/overview,2026-07-16T04:31:59.811156
335,D. Milavsky,157,/en/players/daniel-milavsky/m0rg/overview,2026-07-16T04:31:59.811156
336,Y. Uchiyama,156,/en/players/yasutaka-uchiyama/u134/overview,2026-07-16T04:31:59.811156
337,H. Casanova,156,/en/players/hernan-casanova/cg07/overview,2026-07-16T04:31:59.811156
338,P. Jubb,156,/en/players/paul-jubb/j0a4/overview,2026-07-16T04:31:59.811156
339,S. Cuenin,156,/en/players/sean-cuenin/c0jx/overview,2026-07-16T04:31:59.811156
340,A. Collarini,156,/en/players/andrea-collarini/cc66/overview,2026-07-16T04:31:59.811156
341,Y. Erel,153,/en/players/yanki-erel/e0aa/overview,2026-07-16T04:31:59.811156
342,O. Roca Batalla,153,/en/players/oriol-roca-batalla/rb60/overview,2026-07-16T04:31:59.811156
343,J. Estevez,153,/en/players/juan-estevez/e0di/overview,2026-07-16T04:31:59.811156
344,M. Polmans,152,/en/players/marc-polmans/pg94/overview,2026-07-16T04:31:59.811156
345,C. Overbeck,152,/en/players/carl-emil-overbeck/o0bi/overview,2026-07-16T04:31:59.811156
346,F. Bondioli,152,/en/players/federico-bondioli/b0pe/overview,2026-07-16T04:31:59.811156
347,H. Matsuoka,150,/en/players/hayato-matsuoka/m0sc/overview,2026-07-16T04:31:59.811156
348,M. Poljicak,149,/en/players/mili-poljicak/p0gq/overview,2026-07-16T04:31:59.811156
349,O. Milic,149,/en/players/ognjen-milic/m0ur/overview,2026-07-16T04:31:59.811156
350,L. Marmousez,147,/en/players/lilian-marmousez/m0gy/overview,2026-07-16T04:31:59.811156
351,I. Xilas,145,/en/players/ioannis-xilas/x01c/overview,2026-07-16T04:31:59.811156
352,G. Villanueva,145,/en/players/gonzalo-villanueva/v821/overview,2026-07-16T04:31:59.811156
353,A. Chepelev,145,/en/players/andrey-chepelev/co01/overview,2026-07-16T04:31:59.811156
354,B. Bicknell,144,/en/players/blaise-bicknell/b0i5/overview,2026-07-16T04:31:59.811156
355,A. Martinez,144,/en/players/alex-martinez/m0gb/overview,2026-07-16T04:31:59.811156
356,E. Ribeiro,143,/en/players/eduardo-ribeiro/r09v/overview,2026-07-16T04:31:59.811156
357,M. Erhard,143,/en/players/mathys-erhard/e0ac/overview,2026-07-16T04:31:59.811156
358,M. Rosenkranz,142,/en/players/mats-rosenkranz/rh62/overview,2026-07-16T04:31:59.811156
359,A. Ghibaudo,141,/en/players/antoine-ghibaudo/g0iw/overview,2026-07-16T04:31:59.811156
360,D. Stricker,140,/en/players/dominic-stricker/s0la/overview,2026-07-16T04:31:59.811156
361,T. Compagnucci,140,/en/players/tommaso-compagnucci/c0bb/overview,2026-07-16T04:31:59.811156
362,C. Sanchez Jover,140,/en/players/carlos-sanchez-jover/s0cg/overview,2026-07-16T04:31:59.811156
363,R. Bertrand,140,/en/players/robin-bertrand/b0jj/overview,2026-07-16T04:31:59.811156
364,M. Krueger,139,/en/players/mitchell-krueger/kc12/overview,2026-07-16T04:31:59.811156
365,M. Sharipov,138,/en/players/marat-sharipov/s0mn/overview,2026-07-16T04:31:59.811156
366,C. Stebe,137,/en/players/cedrik-marcel-stebe/sk94/overview,2026-07-16T04:31:59.811156
367,J. Vasami,137,/en/players/jacopo-vasami/v0j1/overview,2026-07-16T04:31:59.811156
368,O. Wallin,137,/en/players/olle-wallin/w0bu/overview,2026-07-16T04:31:59.811156
369,P. Nesterov,137,/en/players/petr-nesterov/n0cj/overview,2026-07-16T04:31:59.811156
370,N. Gombos,136,/en/players/norbert-gombos/gb93/overview,2026-07-16T04:31:59.811156
371,Y. Shimizu,136,/en/players/yuta-shimizu/s0aq/overview,2026-07-16T04:31:59.811156
372,L. Ratti,136,/en/players/lucio-ratti/r0hp/overview,2026-07-16T04:31:59.811156
373,M. Gengel,136,/en/players/marek-gengel/g09c/overview,2026-07-16T04:31:59.811156
374,M. Topo,134,/en/players/marko-topo/t0fi/overview,2026-07-16T04:31:59.811156
375,G. Piraino,134,/en/players/gabriele-piraino/p0i6/overview,2026-07-16T04:31:59.811156
376,I. Marrero Curbelo,133,/en/players/ivan-marrero-curbelo/m09m/overview,2026-07-16T04:31:59.811156
377,A. Matusevich,133,/en/players/anton-matusevich/m0fa/overview,2026-07-16T04:31:59.811156
378,C. Caniato,133,/en/players/carlo-alberto-caniato/c0lk/overview,2026-07-16T04:31:59.811156
379,T. Pereira,133,/en/players/tiago-pereira/p0k4/overview,2026-07-16T04:31:59.811156
380,F. Forti,132,/en/players/francesco-forti/f0a4/overview,2026-07-16T04:31:59.811156
381,M. Dhamne,132,/en/players/manas-dhamne/d0ji/overview,2026-07-16T04:31:59.811156
382,G. Johns,132,/en/players/garrett-johns/j0b5/overview,2026-07-16T04:31:59.811156
383,J. Friend,131,/en/players/jay-friend/h0jl/overview,2026-07-16T04:31:59.811156
384,J. Delaney,131,/en/players/jake-delaney/dc38/overview,2026-07-16T04:31:59.811156
385,E. Winter,130,/en/players/edward-winter/w0c4/overview,2026-07-16T04:31:59.811156
386,D. Masur,130,/en/players/daniel-masur/mn20/overview,2026-07-16T04:31:59.811156
387,B. Zhukayev,130,/en/players/beibit-zhukayev/z09z/overview,2026-07-16T04:31:59.811156
388,I. Gakhov,130,/en/players/ivan-gakhov/ge28/overview,2026-07-16T04:31:59.811156
389,J. Kennedy,129,/en/players/jack-kennedy/k0np/overview,2026-07-16T04:31:59.811156
390,G. Blancaneaux,129,/en/players/geoffrey-blancaneaux/bu54/overview,2026-07-16T04:31:59.811156
391,R. Papoe,128,/en/players/radu-mihai-papoe/p0fj/overview,2026-07-16T04:31:59.811156
392,A. Martin,127,/en/players/andrej-martin/mf35/overview,2026-07-16T04:31:59.811156
393,R. Perot,127,/en/players/raphael-perot/p0mg/overview,2026-07-16T04:31:59.811156
394,D. Kuzmanov,127,/en/players/dimitar-kuzmanov/kc33/overview,2026-07-16T04:31:59.811156
395,K. Samrej,126,/en/players/kasidit-samrej/s0hr/overview,2026-07-16T04:31:59.811156
396,N. Fatic,125,/en/players/nerman-fatic/f840/overview,2026-07-16T04:31:59.811156
397,H. Bernet,125,/en/players/henry-bernet/b0tp/overview,2026-07-16T04:31:59.811156
398,G. Kravchenko,125,/en/players/georgii-kravchenko/k0bj/overview,2026-07-16T04:31:59.811156
399,A. Fenty,124,/en/players/andrew-fenty/f0ck/overview,2026-07-16T04:31:59.811156
400,O. Prihodko,123,/en/players/oleg-prihodko/pl64/overview,2026-07-16T04:31:59.811156
401,S. Pieri,123,/en/players/samuele-pieri/p0hy/overview,2026-07-16T04:31:59.811156
402,S. Rodriguez Taverna,123,/en/players/santiago-rodriguez-taverna/rh59/overview,2026-07-16T04:31:59.811156
403,A. Weber,122,/en/players/arthur-weber/w0a4/overview,2026-07-16T04:31:59.811156
404,S. Palosi,122,/en/players/stefan-palosi/p0cy/overview,2026-07-16T04:31:59.811156
405,L. Maxted,121,/en/players/lui-maxted/m0nj/overview,2026-07-16T04:31:59.811156
406,A. Nagel,121,/en/players/arthur-nagel/n0eg/overview,2026-07-16T04:31:59.811156
407,J. Loge,120,/en/players/jack-loge/l0id/overview,2026-07-16T04:31:59.811156
408,S. Banerjee,118,/en/players/samir-banerjee/b0i6/overview,2026-07-16T04:31:59.811156
409,M. Rehberg,117,/en/players/max-hans-rehberg/r0ed/overview,2026-07-16T04:31:59.811156
410,C. Vandermeersch,117,/en/players/cyril-vandermeersch/v0bc/overview,2026-07-16T04:31:59.811156
411,J. Nikles,116,/en/players/johan-nikles/n830/overview,2026-07-16T04:31:59.811156
412,S. Callejon Hernando,116,/en/players/sergio-callejon-hernando/c0p0/overview,2026-07-16T04:31:59.811156
413,C. Zarate,116,/en/players/carlos-maria-zarate/z0da/overview,2026-07-16T04:31:59.811156
414,M. Brunold,115,/en/players/mika-brunold/b0lw/overview,2026-07-16T04:31:59.811156
415,V. Ursu,115,/en/players/vadym-ursu/u176/overview,2026-07-16T04:31:59.811156
416,A. Hernandez,114,/en/players/alex-hernandez/h0cd/overview,2026-07-16T04:31:59.811156
417,R. Peniston,113,/en/players/ryan-peniston/ph78/overview,2026-07-16T04:31:59.811156
418,R. Tokuda,113,/en/players/renta-tokuda/td55/overview,2026-07-16T04:31:59.811156
419,M. Jones,113,/en/players/maximus-jones/j0d2/overview,2026-07-16T04:31:59.811156
420,M. Imamura,113,/en/players/masamichi-imamura/i426/overview,2026-07-16T04:31:59.811156
421,C. Kingsley,112,/en/players/cannon-kingsley/k0db/overview,2026-07-16T04:31:59.811156
422,J. Boulais,112,/en/players/justin-boulais/b0f8/overview,2026-07-16T04:31:59.811156
423,L. Poullain,112,/en/players/lucas-poullain/pj74/overview,2026-07-16T04:31:59.811156
424,S. Pankin,111,/en/players/semen-pankin/p0ka/overview,2026-07-16T04:31:59.811156
425,P. Zahraj,111,/en/players/patrick-zahraj/z09f/overview,2026-07-16T04:31:59.811156
426,D. Dutra da Silva,111,/en/players/daniel-dutra-da-silva/sg56/overview,2026-07-16T04:31:59.811156
427,V. Aboian,110,/en/players/valerio-aboian/a0g7/overview,2026-07-16T04:31:59.811156
428,A. Rybakov,109,/en/players/alex-rybakov/rg42/overview,2026-07-16T04:31:59.811156
429,M. Giunta,109,/en/players/massimo-giunta/g0i3/overview,2026-07-16T04:31:59.811156
430,T. Torres,109,/en/players/tiago-torres/t0cn/overview,2026-07-16T04:31:59.811156
431,F. Bagnis,108,/en/players/facundo-bagnis/bf23/overview,2026-07-16T04:31:59.811156
432,J. Trotter,108,/en/players/james-trotter/t0bw/overview,2026-07-16T04:31:59.811156
433,J. Barranco Cosano,108,/en/players/javier-barranco-cosano/bv25/overview,2026-07-16T04:31:59.811156
434,A. Boitan,108,/en/players/adrian-boitan/b0c0/overview,2026-07-16T04:31:59.811156
435,L. Castelnuovo,108,/en/players/luca-castelnuovo/ch80/overview,2026-07-16T04:31:59.811156
436,S. Shin,108,/en/players/sanhui-shin/s09p/overview,2026-07-16T04:31:59.811156
437,O. Tarvet,107,/en/players/oliver-tarvet/t0gr/overview,2026-07-16T04:31:59.811156
438,D. Siniakov,107,/en/players/daniel-siniakov/s0lt/overview,2026-07-16T04:31:59.811156
439,C. Denolly,107,/en/players/corentin-denolly/df92/overview,2026-07-16T04:31:59.811156
440,S. Sorger,107,/en/players/sebastian-sorger/s0qz/overview,2026-07-16T04:31:59.811156
441,P. Fellin,107,/en/players/pietro-fellin/f0bp/overview,2026-07-16T04:31:59.811156
442,E. Vasa,105,/en/players/eero-vasa/v993/overview,2026-07-16T04:31:59.811156
443,V. Orlov,105,/en/players/vladyslav-orlov/o659/overview,2026-07-16T04:31:59.811156
444,R. Strombachs,105,/en/players/robert-strombachs/s0gv/overview,2026-07-16T04:31:59.811156
445,D. Yevseyev,105,/en/players/denis-yevseyev/y171/overview,2026-07-16T04:31:59.811156
446,D. Suresh,104,/en/players/dhakshineswar-suresh/s0de/overview,2026-07-16T04:31:59.811156
447,M. Karol,104,/en/players/milos-karol/k0hg/overview,2026-07-16T04:31:59.811156
448,M. Petkovic,104,/en/players/mika-petkovic/p0o9/overview,2026-07-16T04:31:59.811156
449,L. Lokoli,103,/en/players/laurent-lokoli/lc12/overview,2026-07-16T04:31:59.811156
450,T. Paris,103,/en/players/tom-paris/p0gn/overview,2026-07-16T04:31:59.811156
451,L. Potenza,103,/en/players/luca-potenza/p0b2/overview,2026-07-16T04:31:59.811156
452,S. Perez Contri,103,/en/players/sergi-perez-contri/pi96/overview,2026-07-16T04:31:59.811156
453,N. Visker,102,/en/players/niels-visker/v0d0/overview,2026-07-16T04:31:59.811156
454,A. Ayeni,101,/en/players/alafia-ayeni/a09p/overview,2026-07-16T04:31:59.811156
455,M. Alves,101,/en/players/mateus-alves/d0ar/overview,2026-07-16T04:31:59.811156
456,G. Ferrari,101,/en/players/gianmarco-ferrari/f0cj/overview,2026-07-16T04:31:59.811156
457,J. Martin Manzano,101,/en/players/juan-cruz-martin-manzano/m0r4/overview,2026-07-16T04:31:59.811156
458,M. Wiskandt,101,/en/players/max-wiskandt/w0bb/overview,2026-07-16T04:31:59.811156
459,M. Bouzige,101,/en/players/moerani-bouzige/b0ek/overview,2026-07-16T04:31:59.811156
460,T. Kokkinakis,100,/en/players/thanasi-kokkinakis/kd46/overview,2026-07-16T04:31:59.811156
461,Q. Vandecasteele,100,/en/players/quinn-vandecasteele/v0dg/overview,2026-07-16T04:31:59.811156
462,K. Bennani,99,/en/players/karim-bennani/b0qq/overview,2026-07-16T04:31:59.811156
463,B. Hassan,99,/en/players/benjamin-hassan/hg94/overview,2026-07-16T04:31:59.811156
464,L. Tu,98,/en/players/li-tu/tc01/overview,2026-07-16T04:31:59.811156
465,B. Artnak,98,/en/players/bor-artnak/a0i1/overview,2026-07-16T04:31:59.811156
466,M. Tobon,98,/en/players/miguel-tobon/t0i3/overview,2026-07-16T04:31:59.811156
467,C. Langmo,98,/en/players/christian-langmo/li10/overview,2026-07-16T04:31:59.811156
468,J. Kubler,97,/en/players/jason-kubler/kb95/overview,2026-07-16T04:31:59.811156
469,M. Chazal,96,/en/players/maxime-chazal/cd00/overview,2026-07-16T04:31:59.811156
470,J. Cui,96,/en/players/jie-cui/c0aj/overview,2026-07-16T04:31:59.811156
471,L. Carboni,95,/en/players/lorenzo-carboni/c0ow/overview,2026-07-16T04:31:59.811156
472,B. Ellis,94,/en/players/blake-ellis/ea27/overview,2026-07-16T04:31:59.811156
473,M. Rottgering,94,/en/players/mees-rottgering/r0kd/overview,2026-07-16T04:31:59.811156
474,V. Durasovic,94,/en/players/viktor-durasovic/dc76/overview,2026-07-16T04:31:59.811156
475,A. Binda,94,/en/players/alexander-binda/b0gi/overview,2026-07-16T04:31:59.811156
476,D. Obradovic,94,/en/players/dusan-obradovic/o0ai/overview,2026-07-16T04:31:59.811156
477,A. Picchione,93,/en/players/andrea-picchione/p0dr/overview,2026-07-16T04:31:59.811156
478,A. Soriano Barrera,93,/en/players/adria-soriano-barrera/s0bt/overview,2026-07-16T04:31:59.811156
479,Y. Dlimi,93,/en/players/yassine-dlimi/d0fa/overview,2026-07-16T04:31:59.811156
480,V. Bielinskyi,93,/en/players/viacheslav-bielinskyi/b0ll/overview,2026-07-16T04:31:59.811156
481,N. Alvarez Varona,92,/en/players/nicolas-alvarez-varona/a09u/overview,2026-07-16T04:31:59.811156
482,R. Molleker,92,/en/players/rudolf-molleker/m0ac/overview,2026-07-16T04:31:59.811156
483,E. Vanshelboim,92,/en/players/eric-vanshelboim/v0d4/overview,2026-07-16T04:31:59.811156
484,Y. Kelm,92,/en/players/yannik-kelm/k0j9/overview,2026-07-16T04:31:59.811156
485,F. Andaloro,91,/en/players/fabrizio-andaloro/a0f3/overview,2026-07-16T04:31:59.811156
486,P. Schoen,91,/en/players/patrick-schoen/s0wx/overview,2026-07-16T04:31:59.811156
487,H. Shiraishi,91,/en/players/hikaru-shiraishi/s0c2/overview,2026-07-16T04:31:59.811156
488,R. Nijboer,91,/en/players/ryan-nijboer/n0b4/overview,2026-07-16T04:31:59.811156
489,A. McHugh,90,/en/players/aidan-mchugh/m0cw/overview,2026-07-16T04:31:59.811156
490,R. Albot,90,/en/players/radu-albot/a829/overview,2026-07-16T04:31:59.811156
491,E. Aguiard,90,/en/players/enzo-aguiard/a0ku/overview,2026-07-16T04:31:59.811156
492,A. Sanchez Quilez,90,/en/players/alejo-sanchez-quilez/s0xe/overview,2026-07-16T04:31:59.811156
493,M. Donald,90,/en/players/matthew-william-donald/d0hm/overview,2026-07-16T04:31:59.811156
494,P. Sakamoto,90,/en/players/pedro-sakamoto/sl94/overview,2026-07-16T04:31:59.811156
495,T. Colson,89,/en/players/tibo-colson/c0i4/overview,2026-07-16T04:31:59.811156
496,K. Sultanov,89,/en/players/khumoyun-sultanov/sr81/overview,2026-07-16T04:31:59.811156
497,G. La Vela,89,/en/players/giuseppe-la-vela/l0db/overview,2026-07-16T04:31:59.811156
498,D. Palan,89,/en/players/dominik-palan/p0e9/overview,2026-07-16T04:31:59.811156
499,L. Rodriguez,89,/en/players/lorenzo-joaquin-rodriguez/r0bc/overview,2026-07-16T04:31:59.811156
500,D. Martin,88,/en/players/dan--martin/m0c2/overview,2026-07-16T04:31:59.811156
501,D. Evans,88,/en/players/daniel-evans/e687/overview,2026-07-16T04:31:59.811156
502,K. Singh,88,/en/players/karan-singh/s0ri/overview,2026-07-16T04:31:59.811156
503,J. Schiessl,87,/en/players/joao-eduardo-schiessl/s0t1/overview,2026-07-16T04:31:59.811156
504,C. Bittoun Kouzmine,87,/en/players/constantin-bittoun-kouzmine/bu53/overview,2026-07-16T04:31:59.811156
505,N. McDonald,86,/en/players/niels-mcdonald/m0xq/overview,2026-07-16T04:31:59.811156
506,R. Bennani,86,/en/players/reda-bennani/b0pu/overview,2026-07-16T04:31:59.811156
507,H. Moriya,86,/en/players/hiroki-moriya/mi01/overview,2026-07-16T04:31:59.811156
508,K. Poling,86,/en/players/karl-poling/p0c1/overview,2026-07-16T04:31:59.811156
509,F. Peliwo,86,/en/players/filip-peliwo/pf65/overview,2026-07-16T04:31:59.811156
510,T. Sach,86,/en/players/tai-sach/s0u5/overview,2026-07-16T04:31:59.811156
511,C. Bouchelaghem,85,/en/players/cesar-bouchelaghem/b0me/overview,2026-07-16T04:31:59.811156
512,T. Kumasaka,85,/en/players/takuya-kumasaka/k0de/overview,2026-07-16T04:31:59.811156
513,C. Sinclair,85,/en/players/colin-sinclair/sq79/overview,2026-07-16T04:31:59.811156
514,T. Svajda,84,/en/players/trevor-svajda/s0vm/overview,2026-07-16T04:31:59.811156
515,A. Marti Pujolras,84,/en/players/alex-marti-pujolras/m0ey/overview,2026-07-16T04:31:59.811156
516,A. Shepp,84,/en/players/anton-shepp/s0nt/overview,2026-07-16T04:31:59.811156
517,E. Hudd,84,/en/players/emile-hudd/h0ek/overview,2026-07-16T04:31:59.811156
518,C. Lopez Montagud,83,/en/players/carlos-lopez-montagud/l0c1/overview,2026-07-16T04:31:59.811156
519,C. Negritu,83,/en/players/christoph-negritu/n731/overview,2026-07-16T04:31:59.811156
520,F. Zakaria,83,/en/players/fares-zakaria/z0bl/overview,2026-07-16T04:31:59.811156
521,P. Saraiva Dos Santos,83,/en/players/paulo-andre-saraiva-dos-santos/s0iv/overview,2026-07-16T04:31:59.811156
522,M. Zhukov,82,/en/players/maxim-zhukov/z0c3/overview,2026-07-16T04:31:59.811156
523,T. Baadi,82,/en/players/taha-baadi/b0d6/overview,2026-07-16T04:31:59.811156
524,J. Sels,82,/en/players/jelle-sels/so20/overview,2026-07-16T04:31:59.811156
525,A. Ouakaa,82,/en/players/aziz-ouakaa/o09a/overview,2026-07-16T04:31:59.811156
526,M. Gigante,81,/en/players/matteo-gigante/g0gd/overview,2026-07-16T04:31:59.811156
527,F. Arnaboldi,81,/en/players/federico-arnaboldi/a0ba/overview,2026-07-16T04:31:59.811156
528,O. Jasika,81,/en/players/omar-jasika/j553/overview,2026-07-16T04:31:59.811156
529,T. Boogaard,80,/en/players/thijs-boogaard/b0t6/overview,2026-07-16T04:31:59.811156
530,S. Rawat,80,/en/players/sidharth-rawat/rb86/overview,2026-07-16T04:31:59.811156
531,K. Bigun,80,/en/players/kaylan-bigun/b0pw/overview,2026-07-16T04:31:59.811156
532,S. Gima,80,/en/players/sebastian-gima/g0eq/overview,2026-07-16T04:31:59.811156
533,K. Matsuda,79,/en/players/koki-matsuda/m0sb/overview,2026-07-16T04:31:59.811156
534,L. Borg,79,/en/players/leo-borg/b0jg/overview,2026-07-16T04:31:59.811156
535,P. Marinkov,79,/en/players/pavle-marinkov/m0te/overview,2026-07-16T04:31:59.811156
536,D. Ostapenkov,79,/en/players/daniil-ostapenkov/o0br/overview,2026-07-16T04:31:59.811156
537,T. Sahtali,79,/en/players/toufik-sahtali/sy94/overview,2026-07-16T04:31:59.811156
538,J. Echeverria,78,/en/players/john-echeverria/e0au/overview,2026-07-16T04:31:59.811156
539,P. Vives Marcos,77,/en/players/pedro-vives-marcos/v09t/overview,2026-07-16T04:31:59.811156
540,M. Bassem Sobhy,77,/en/players/michael-bassem-sobhy/b0lv/overview,2026-07-16T04:31:59.811156
541,L. Staeheli,77,/en/players/luca-staeheli/s0h1/overview,2026-07-16T04:31:59.811156
542,F. Tabacco,77,/en/players/fausto-tabacco/t0cu/overview,2026-07-16T04:31:59.811156
543,J. Paul,75,/en/players/jakub-paul/p0d0/overview,2026-07-16T04:31:59.811156
544,L. Wiedenmann,75,/en/players/luca-wiedenmann/w09t/overview,2026-07-16T04:31:59.811156
545,M. Leong,75,/en/players/mitsuki-wei-kang-leong/l0i5/overview,2026-07-16T04:31:59.811156
546,J. Berrettini,74,/en/players/jacopo-berrettini/bu10/overview,2026-07-16T04:31:59.811156
547,A. Deckers,74,/en/players/alec-deckers/d0d2/overview,2026-07-16T04:31:59.811156
548,M. Sasikumar,74,/en/players/mukund-sasikumar/mp13/overview,2026-07-16T04:31:59.811156
549,D. Singh,74,/en/players/digvijay-pratap-singh/sy71/overview,2026-07-16T04:31:59.811156
550,A. Donski,73,/en/players/alexander-donski/dh46/overview,2026-07-16T04:31:59.811156
551,J. Aguilar Cardozo,73,/en/players/joaquin-aguilar-cardozo/a0jw/overview,2026-07-16T04:31:59.811156
552,T. Berkieta,73,/en/players/tomasz-berkieta/b0p4/overview,2026-07-16T04:31:59.811156
553,M. Mckennon,73,/en/players/maxwell-mckennon/m0i0/overview,2026-07-16T04:31:59.811156
554,I. Ivashka,72,/en/players/ilya-ivashka/i305/overview,2026-07-16T04:31:59.811156
555,J. Story,72,/en/players/james-story/s0h9/overview,2026-07-16T04:31:59.811156
556,L. Pokorny,72,/en/players/lukas-pokorny/p0hp/overview,2026-07-16T04:31:59.811156
557,A. Beckley,72,/en/players/alec-beckley/b0iy/overview,2026-07-16T04:31:59.811156
558,P. Makk,72,/en/players/peter-makk/m0dy/overview,2026-07-16T04:31:59.811156
559,O. Krutykh,72,/en/players/oleksii-krutykh/k0dp/overview,2026-07-16T04:31:59.811156
560,E. Demanet,72,/en/players/emilien-demanet/d0ly/overview,2026-07-16T04:31:59.811156
561,M. Malige,72,/en/players/mae-malige/m0to/overview,2026-07-16T04:31:59.811156
562,K. Isomura,72,/en/players/kokoro-isomura/i0ax/overview,2026-07-16T04:31:59.811156
563,A. Vavassori,71,/en/players/andrea-vavassori/va08/overview,2026-07-16T04:31:59.811156
564,J. Rodriguez,71,/en/players/johan-alexander-rodriguez/r0f1/overview,2026-07-16T04:31:59.811156
565,J. Gomez,71,/en/players/juan-sebastian-gomez/gb41/overview,2026-07-16T04:31:59.811156
566,M. Janvier,71,/en/players/maxime-janvier/j620/overview,2026-07-16T04:31:59.811156
567,K. Kivattsev,71,/en/players/kirill-kivattsev/ki71/overview,2026-07-16T04:31:59.811156
568,G. Dalmasso,70,/en/players/guillaume-dalmasso/d0k3/overview,2026-07-16T04:31:59.811156
